sample_id,dataset,label,original_sample_id,split
medhallu_6605::factual,medhallu,0,medhallu_6605,train
medhallu_6606::hallucinated,medhallu,1,medhallu_6606,test
medhallu_6606::factual,medhallu,0,medhallu_6606,test
medhallu_6607::hallucinated,medhallu,1,medhallu_6607,train
medhallu_6607::factual,medhallu,0,medhallu_6607,train
medhallu_6608::hallucinated,medhallu,1,medhallu_6608,train
medhallu_6608::factual,medhallu,0,medhallu_6608,train
medhallu_6609::hallucinated,medhallu,1,medhallu_6609,train
medhallu_6609::factual,medhallu,0,medhallu_6609,train
medhallu_661::hallucinated,medhallu,1,medhallu_661,train
medhallu_661::factual,medhallu,0,medhallu_661,train
medhallu_6610::hallucinated,medhallu,1,medhallu_6610,train
medhallu_6610::factual,medhallu,0,medhallu_6610,train
medhallu_6611::hallucinated,medhallu,1,medhallu_6611,train
medhallu_6611::factual,medhallu,0,medhallu_6611,train
medhallu_6612::hallucinated,medhallu,1,medhallu_6612,test
medhallu_6612::factual,medhallu,0,medhallu_6612,test
medhallu_6613::hallucinated,medhallu,1,medhallu_6613,train
medhallu_6613::factual,medhallu,0,medhallu_6613,train
medhallu_6614::hallucinated,medhallu,1,medhallu_6614,dev
medhallu_6614::factual,medhallu,0,medhallu_6614,dev
medhallu_6615::hallucinated,medhallu,1,medhallu_6615,train
medhallu_6615::factual,medhallu,0,medhallu_6615,train
medhallu_6616::hallucinated,medhallu,1,medhallu_6616,train
medhallu_6616::factual,medhallu,0,medhallu_6616,train
medhallu_6617::hallucinated,medhallu,1,medhallu_6617,dev
medhallu_6617::factual,medhallu,0,medhallu_6617,dev
medhallu_6618::hallucinated,medhallu,1,medhallu_6618,dev
medhallu_6618::factual,medhallu,0,medhallu_6618,dev
medhallu_6619::hallucinated,medhallu,1,medhallu_6619,dev
medhallu_6619::factual,medhallu,0,medhallu_6619,dev
medhallu_662::hallucinated,medhallu,1,medhallu_662,train
medhallu_662::factual,medhallu,0,medhallu_662,train
medhallu_6620::hallucinated,medhallu,1,medhallu_6620,test
medhallu_6620::factual,medhallu,0,medhallu_6620,test
medhallu_6621::hallucinated,medhallu,1,medhallu_6621,dev
medhallu_6621::factual,medhallu,0,medhallu_6621,dev
medhallu_6622::hallucinated,medhallu,1,medhallu_6622,train
medhallu_6622::factual,medhallu,0,medhallu_6622,train
medhallu_6623::hallucinated,medhallu,1,medhallu_6623,train
medhallu_6623::factual,medhallu,0,medhallu_6623,train
medhallu_6624::hallucinated,medhallu,1,medhallu_6624,train
medhallu_6624::factual,medhallu,0,medhallu_6624,train
medhallu_6625::hallucinated,medhallu,1,medhallu_6625,train
medhallu_6625::factual,medhallu,0,medhallu_6625,train
medhallu_6626::hallucinated,medhallu,1,medhallu_6626,train
medhallu_6626::factual,medhallu,0,medhallu_6626,train
medhallu_6627::hallucinated,medhallu,1,medhallu_6627,train
medhallu_6627::factual,medhallu,0,medhallu_6627,train
medhallu_6628::hallucinated,medhallu,1,medhallu_6628,train
medhallu_6628::factual,medhallu,0,medhallu_6628,train
medhallu_6629::hallucinated,medhallu,1,medhallu_6629,train
medhallu_6629::factual,medhallu,0,medhallu_6629,train
medhallu_663::hallucinated,medhallu,1,medhallu_663,dev
medhallu_663::factual,medhallu,0,medhallu_663,dev
medhallu_6630::hallucinated,medhallu,1,medhallu_6630,test
medhallu_6630::factual,medhallu,0,medhallu_6630,test
medhallu_6631::hallucinated,medhallu,1,medhallu_6631,train
medhallu_6631::factual,medhallu,0,medhallu_6631,train
medhallu_6632::hallucinated,medhallu,1,medhallu_6632,test
medhallu_6632::factual,medhallu,0,medhallu_6632,test
medhallu_6633::hallucinated,medhallu,1,medhallu_6633,train
medhallu_6633::factual,medhallu,0,medhallu_6633,train
medhallu_6634::hallucinated,medhallu,1,medhallu_6634,train
medhallu_6634::factual,medhallu,0,medhallu_6634,train
medhallu_6635::hallucinated,medhallu,1,medhallu_6635,train
medhallu_6635::factual,medhallu,0,medhallu_6635,train
medhallu_6636::hallucinated,medhallu,1,medhallu_6636,train
medhallu_6636::factual,medhallu,0,medhallu_6636,train
medhallu_6637::hallucinated,medhallu,1,medhallu_6637,dev
medhallu_6637::factual,medhallu,0,medhallu_6637,dev
medhallu_6638::hallucinated,medhallu,1,medhallu_6638,train
medhallu_6638::factual,medhallu,0,medhallu_6638,train
medhallu_6639::hallucinated,medhallu,1,medhallu_6639,train
medhallu_6639::factual,medhallu,0,medhallu_6639,train
medhallu_664::hallucinated,medhallu,1,medhallu_664,train
medhallu_664::factual,medhallu,0,medhallu_664,train
medhallu_6640::hallucinated,medhallu,1,medhallu_6640,train
medhallu_6640::factual,medhallu,0,medhallu_6640,train
medhallu_6641::hallucinated,medhallu,1,medhallu_6641,test
medhallu_6641::factual,medhallu,0,medhallu_6641,test
medhallu_6642::hallucinated,medhallu,1,medhallu_6642,test
medhallu_6642::factual,medhallu,0,medhallu_6642,test
medhallu_6643::hallucinated,medhallu,1,medhallu_6643,train
medhallu_6643::factual,medhallu,0,medhallu_6643,train
medhallu_6644::hallucinated,medhallu,1,medhallu_6644,test
medhallu_6644::factual,medhallu,0,medhallu_6644,test
medhallu_6645::hallucinated,medhallu,1,medhallu_6645,train
medhallu_6645::factual,medhallu,0,medhallu_6645,train
medhallu_6646::hallucinated,medhallu,1,medhallu_6646,train
medhallu_6646::factual,medhallu,0,medhallu_6646,train
medhallu_6647::hallucinated,medhallu,1,medhallu_6647,dev
medhallu_6647::factual,medhallu,0,medhallu_6647,dev
medhallu_6648::hallucinated,medhallu,1,medhallu_6648,dev
medhallu_6648::factual,medhallu,0,medhallu_6648,dev
medhallu_6649::hallucinated,medhallu,1,medhallu_6649,dev
medhallu_6649::factual,medhallu,0,medhallu_6649,dev
medhallu_665::hallucinated,medhallu,1,medhallu_665,train
medhallu_665::factual,medhallu,0,medhallu_665,train
medhallu_6650::hallucinated,medhallu,1,medhallu_6650,dev
medhallu_6650::factual,medhallu,0,medhallu_6650,dev
medhallu_6651::hallucinated,medhallu,1,medhallu_6651,train
medhallu_6651::factual,medhallu,0,medhallu_6651,train
medhallu_6652::hallucinated,medhallu,1,medhallu_6652,train
medhallu_6652::factual,medhallu,0,medhallu_6652,train
medhallu_6653::hallucinated,medhallu,1,medhallu_6653,train
medhallu_6653::factual,medhallu,0,medhallu_6653,train
medhallu_6654::hallucinated,medhallu,1,medhallu_6654,train
medhallu_6654::factual,medhallu,0,medhallu_6654,train
medhallu_6655::hallucinated,medhallu,1,medhallu_6655,test
medhallu_6655::factual,medhallu,0,medhallu_6655,test
medhallu_6656::hallucinated,medhallu,1,medhallu_6656,train
medhallu_6656::factual,medhallu,0,medhallu_6656,train
medhallu_6657::hallucinated,medhallu,1,medhallu_6657,train
medhallu_6657::factual,medhallu,0,medhallu_6657,train
medhallu_6658::hallucinated,medhallu,1,medhallu_6658,train
medhallu_6658::factual,medhallu,0,medhallu_6658,train
medhallu_6659::hallucinated,medhallu,1,medhallu_6659,train
medhallu_6659::factual,medhallu,0,medhallu_6659,train
medhallu_666::hallucinated,medhallu,1,medhallu_666,train
medhallu_666::factual,medhallu,0,medhallu_666,train
medhallu_6660::hallucinated,medhallu,1,medhallu_6660,train
medhallu_6660::factual,medhallu,0,medhallu_6660,train
medhallu_6661::hallucinated,medhallu,1,medhallu_6661,train
medhallu_6661::factual,medhallu,0,medhallu_6661,train
medhallu_6662::hallucinated,medhallu,1,medhallu_6662,train
medhallu_6662::factual,medhallu,0,medhallu_6662,train
medhallu_6663::hallucinated,medhallu,1,medhallu_6663,train
medhallu_6663::factual,medhallu,0,medhallu_6663,train
medhallu_6664::hallucinated,medhallu,1,medhallu_6664,dev
medhallu_6664::factual,medhallu,0,medhallu_6664,dev
medhallu_6665::hallucinated,medhallu,1,medhallu_6665,test
medhallu_6665::factual,medhallu,0,medhallu_6665,test
medhallu_6666::hallucinated,medhallu,1,medhallu_6666,train
medhallu_6666::factual,medhallu,0,medhallu_6666,train
medhallu_6667::hallucinated,medhallu,1,medhallu_6667,train
medhallu_6667::factual,medhallu,0,medhallu_6667,train
medhallu_6668::hallucinated,medhallu,1,medhallu_6668,train
medhallu_6668::factual,medhallu,0,medhallu_6668,train
medhallu_6669::hallucinated,medhallu,1,medhallu_6669,train
medhallu_6669::factual,medhallu,0,medhallu_6669,train
medhallu_667::hallucinated,medhallu,1,medhallu_667,train
medhallu_667::factual,medhallu,0,medhallu_667,train
medhallu_6670::hallucinated,medhallu,1,medhallu_6670,train
medhallu_6670::factual,medhallu,0,medhallu_6670,train
medhallu_6671::hallucinated,medhallu,1,medhallu_6671,train
medhallu_6671::factual,medhallu,0,medhallu_6671,train
medhallu_6672::hallucinated,medhallu,1,medhallu_6672,train
medhallu_6672::factual,medhallu,0,medhallu_6672,train
medhallu_6673::hallucinated,medhallu,1,medhallu_6673,test
medhallu_6673::factual,medhallu,0,medhallu_6673,test
medhallu_6674::hallucinated,medhallu,1,medhallu_6674,test
medhallu_6674::factual,medhallu,0,medhallu_6674,test
medhallu_6675::hallucinated,medhallu,1,medhallu_6675,train
medhallu_6675::factual,medhallu,0,medhallu_6675,train
medhallu_6676::hallucinated,medhallu,1,medhallu_6676,train
medhallu_6676::factual,medhallu,0,medhallu_6676,train
medhallu_6677::hallucinated,medhallu,1,medhallu_6677,train
medhallu_6677::factual,medhallu,0,medhallu_6677,train
medhallu_6678::hallucinated,medhallu,1,medhallu_6678,dev
medhallu_6678::factual,medhallu,0,medhallu_6678,dev
medhallu_6679::hallucinated,medhallu,1,medhallu_6679,train
medhallu_6679::factual,medhallu,0,medhallu_6679,train
medhallu_668::hallucinated,medhallu,1,medhallu_668,test
medhallu_668::factual,medhallu,0,medhallu_668,test
medhallu_6680::hallucinated,medhallu,1,medhallu_6680,train
medhallu_6680::factual,medhallu,0,medhallu_6680,train
medhallu_6681::hallucinated,medhallu,1,medhallu_6681,train
medhallu_6681::factual,medhallu,0,medhallu_6681,train
medhallu_6682::hallucinated,medhallu,1,medhallu_6682,dev
medhallu_6682::factual,medhallu,0,medhallu_6682,dev
medhallu_6683::hallucinated,medhallu,1,medhallu_6683,train
medhallu_6683::factual,medhallu,0,medhallu_6683,train
medhallu_6684::hallucinated,medhallu,1,medhallu_6684,train
medhallu_6684::factual,medhallu,0,medhallu_6684,train
medhallu_6685::hallucinated,medhallu,1,medhallu_6685,train
medhallu_6685::factual,medhallu,0,medhallu_6685,train
medhallu_6686::hallucinated,medhallu,1,medhallu_6686,dev
medhallu_6686::factual,medhallu,0,medhallu_6686,dev
medhallu_6687::hallucinated,medhallu,1,medhallu_6687,train
medhallu_6687::factual,medhallu,0,medhallu_6687,train
medhallu_6688::hallucinated,medhallu,1,medhallu_6688,train
medhallu_6688::factual,medhallu,0,medhallu_6688,train
medhallu_6689::hallucinated,medhallu,1,medhallu_6689,train
medhallu_6689::factual,medhallu,0,medhallu_6689,train
medhallu_669::hallucinated,medhallu,1,medhallu_669,train
medhallu_669::factual,medhallu,0,medhallu_669,train
medhallu_6690::hallucinated,medhallu,1,medhallu_6690,train
medhallu_6690::factual,medhallu,0,medhallu_6690,train
medhallu_6691::hallucinated,medhallu,1,medhallu_6691,dev
medhallu_6691::factual,medhallu,0,medhallu_6691,dev
medhallu_6692::hallucinated,medhallu,1,medhallu_6692,test
medhallu_6692::factual,medhallu,0,medhallu_6692,test
medhallu_6693::hallucinated,medhallu,1,medhallu_6693,dev
medhallu_6693::factual,medhallu,0,medhallu_6693,dev
medhallu_6694::hallucinated,medhallu,1,medhallu_6694,train
medhallu_6694::factual,medhallu,0,medhallu_6694,train
medhallu_6695::hallucinated,medhallu,1,medhallu_6695,dev
medhallu_6695::factual,medhallu,0,medhallu_6695,dev
medhallu_6696::hallucinated,medhallu,1,medhallu_6696,train
medhallu_6696::factual,medhallu,0,medhallu_6696,train
medhallu_6697::hallucinated,medhallu,1,medhallu_6697,train
medhallu_6697::factual,medhallu,0,medhallu_6697,train
medhallu_6698::hallucinated,medhallu,1,medhallu_6698,train
medhallu_6698::factual,medhallu,0,medhallu_6698,train
medhallu_6699::hallucinated,medhallu,1,medhallu_6699,train
medhallu_6699::factual,medhallu,0,medhallu_6699,train
medhallu_67::hallucinated,medhallu,1,medhallu_67,train
medhallu_67::factual,medhallu,0,medhallu_67,train
medhallu_670::hallucinated,medhallu,1,medhallu_670,dev
medhallu_670::factual,medhallu,0,medhallu_670,dev
medhallu_6700::hallucinated,medhallu,1,medhallu_6700,test
medhallu_6700::factual,medhallu,0,medhallu_6700,test
medhallu_6701::hallucinated,medhallu,1,medhallu_6701,test
medhallu_6701::factual,medhallu,0,medhallu_6701,test
medhallu_6702::hallucinated,medhallu,1,medhallu_6702,test
medhallu_6702::factual,medhallu,0,medhallu_6702,test
medhallu_6703::hallucinated,medhallu,1,medhallu_6703,train
medhallu_6703::factual,medhallu,0,medhallu_6703,train
medhallu_6704::hallucinated,medhallu,1,medhallu_6704,train
medhallu_6704::factual,medhallu,0,medhallu_6704,train
medhallu_6705::hallucinated,medhallu,1,medhallu_6705,train
medhallu_6705::factual,medhallu,0,medhallu_6705,train
medhallu_6706::hallucinated,medhallu,1,medhallu_6706,train
medhallu_6706::factual,medhallu,0,medhallu_6706,train
medhallu_6707::hallucinated,medhallu,1,medhallu_6707,dev
medhallu_6707::factual,medhallu,0,medhallu_6707,dev
medhallu_6708::hallucinated,medhallu,1,medhallu_6708,train
medhallu_6708::factual,medhallu,0,medhallu_6708,train
medhallu_6709::hallucinated,medhallu,1,medhallu_6709,train
medhallu_6709::factual,medhallu,0,medhallu_6709,train
medhallu_671::hallucinated,medhallu,1,medhallu_671,test
medhallu_671::factual,medhallu,0,medhallu_671,test
medhallu_6710::hallucinated,medhallu,1,medhallu_6710,train
medhallu_6710::factual,medhallu,0,medhallu_6710,train
medhallu_6711::hallucinated,medhallu,1,medhallu_6711,test
medhallu_6711::factual,medhallu,0,medhallu_6711,test
medhallu_6712::hallucinated,medhallu,1,medhallu_6712,test
medhallu_6712::factual,medhallu,0,medhallu_6712,test
medhallu_6713::hallucinated,medhallu,1,medhallu_6713,train
medhallu_6713::factual,medhallu,0,medhallu_6713,train
medhallu_6714::hallucinated,medhallu,1,medhallu_6714,train
medhallu_6714::factual,medhallu,0,medhallu_6714,train
medhallu_6715::hallucinated,medhallu,1,medhallu_6715,train
medhallu_6715::factual,medhallu,0,medhallu_6715,train
medhallu_6716::hallucinated,medhallu,1,medhallu_6716,train
medhallu_6716::factual,medhallu,0,medhallu_6716,train
medhallu_6717::hallucinated,medhallu,1,medhallu_6717,train
medhallu_6717::factual,medhallu,0,medhallu_6717,train
medhallu_6718::hallucinated,medhallu,1,medhallu_6718,train
medhallu_6718::factual,medhallu,0,medhallu_6718,train
medhallu_6719::hallucinated,medhallu,1,medhallu_6719,dev
medhallu_6719::factual,medhallu,0,medhallu_6719,dev
medhallu_672::hallucinated,medhallu,1,medhallu_672,train
medhallu_672::factual,medhallu,0,medhallu_672,train
medhallu_6720::hallucinated,medhallu,1,medhallu_6720,train
medhallu_6720::factual,medhallu,0,medhallu_6720,train
medhallu_6721::hallucinated,medhallu,1,medhallu_6721,dev
medhallu_6721::factual,medhallu,0,medhallu_6721,dev
medhallu_6722::hallucinated,medhallu,1,medhallu_6722,train
medhallu_6722::factual,medhallu,0,medhallu_6722,train
medhallu_6723::hallucinated,medhallu,1,medhallu_6723,test
medhallu_6723::factual,medhallu,0,medhallu_6723,test
medhallu_6724::hallucinated,medhallu,1,medhallu_6724,train
medhallu_6724::factual,medhallu,0,medhallu_6724,train
medhallu_6725::hallucinated,medhallu,1,medhallu_6725,train
medhallu_6725::factual,medhallu,0,medhallu_6725,train
medhallu_6726::hallucinated,medhallu,1,medhallu_6726,test
medhallu_6726::factual,medhallu,0,medhallu_6726,test
medhallu_6727::hallucinated,medhallu,1,medhallu_6727,dev
medhallu_6727::factual,medhallu,0,medhallu_6727,dev
medhallu_6728::hallucinated,medhallu,1,medhallu_6728,train
medhallu_6728::factual,medhallu,0,medhallu_6728,train
medhallu_6729::hallucinated,medhallu,1,medhallu_6729,train
medhallu_6729::factual,medhallu,0,medhallu_6729,train
medhallu_673::hallucinated,medhallu,1,medhallu_673,test
medhallu_673::factual,medhallu,0,medhallu_673,test
medhallu_6730::hallucinated,medhallu,1,medhallu_6730,test
medhallu_6730::factual,medhallu,0,medhallu_6730,test
medhallu_6731::hallucinated,medhallu,1,medhallu_6731,train
medhallu_6731::factual,medhallu,0,medhallu_6731,train
medhallu_6732::hallucinated,medhallu,1,medhallu_6732,dev
medhallu_6732::factual,medhallu,0,medhallu_6732,dev
medhallu_6733::hallucinated,medhallu,1,medhallu_6733,dev
medhallu_6733::factual,medhallu,0,medhallu_6733,dev
medhallu_6734::hallucinated,medhallu,1,medhallu_6734,test
medhallu_6734::factual,medhallu,0,medhallu_6734,test
medhallu_6735::hallucinated,medhallu,1,medhallu_6735,train
medhallu_6735::factual,medhallu,0,medhallu_6735,train
medhallu_6736::hallucinated,medhallu,1,medhallu_6736,train
medhallu_6736::factual,medhallu,0,medhallu_6736,train
medhallu_6737::hallucinated,medhallu,1,medhallu_6737,test
medhallu_6737::factual,medhallu,0,medhallu_6737,test
medhallu_6738::hallucinated,medhallu,1,medhallu_6738,train
medhallu_6738::factual,medhallu,0,medhallu_6738,train
medhallu_6739::hallucinated,medhallu,1,medhallu_6739,train
medhallu_6739::factual,medhallu,0,medhallu_6739,train
medhallu_674::hallucinated,medhallu,1,medhallu_674,train
medhallu_674::factual,medhallu,0,medhallu_674,train
medhallu_6740::hallucinated,medhallu,1,medhallu_6740,test
medhallu_6740::factual,medhallu,0,medhallu_6740,test
medhallu_6741::hallucinated,medhallu,1,medhallu_6741,train
medhallu_6741::factual,medhallu,0,medhallu_6741,train
medhallu_6742::hallucinated,medhallu,1,medhallu_6742,train
medhallu_6742::factual,medhallu,0,medhallu_6742,train
medhallu_6743::hallucinated,medhallu,1,medhallu_6743,train
medhallu_6743::factual,medhallu,0,medhallu_6743,train
medhallu_6744::hallucinated,medhallu,1,medhallu_6744,train
medhallu_6744::factual,medhallu,0,medhallu_6744,train
medhallu_6745::hallucinated,medhallu,1,medhallu_6745,train
medhallu_6745::factual,medhallu,0,medhallu_6745,train
medhallu_6746::hallucinated,medhallu,1,medhallu_6746,train
medhallu_6746::factual,medhallu,0,medhallu_6746,train
medhallu_6747::hallucinated,medhallu,1,medhallu_6747,train
medhallu_6747::factual,medhallu,0,medhallu_6747,train
medhallu_6748::hallucinated,medhallu,1,medhallu_6748,dev
medhallu_6748::factual,medhallu,0,medhallu_6748,dev
medhallu_6749::hallucinated,medhallu,1,medhallu_6749,train
medhallu_6749::factual,medhallu,0,medhallu_6749,train
medhallu_675::hallucinated,medhallu,1,medhallu_675,dev
medhallu_675::factual,medhallu,0,medhallu_675,dev
medhallu_6750::hallucinated,medhallu,1,medhallu_6750,dev
medhallu_6750::factual,medhallu,0,medhallu_6750,dev
medhallu_6751::hallucinated,medhallu,1,medhallu_6751,test
medhallu_6751::factual,medhallu,0,medhallu_6751,test
medhallu_6752::hallucinated,medhallu,1,medhallu_6752,train
medhallu_6752::factual,medhallu,0,medhallu_6752,train
medhallu_6753::hallucinated,medhallu,1,medhallu_6753,train
medhallu_6753::factual,medhallu,0,medhallu_6753,train
medhallu_6754::hallucinated,medhallu,1,medhallu_6754,train
medhallu_6754::factual,medhallu,0,medhallu_6754,train
medhallu_6755::hallucinated,medhallu,1,medhallu_6755,dev
medhallu_6755::factual,medhallu,0,medhallu_6755,dev
medhallu_6756::hallucinated,medhallu,1,medhallu_6756,dev
medhallu_6756::factual,medhallu,0,medhallu_6756,dev
medhallu_6757::hallucinated,medhallu,1,medhallu_6757,train
medhallu_6757::factual,medhallu,0,medhallu_6757,train
medhallu_6758::hallucinated,medhallu,1,medhallu_6758,test
medhallu_6758::factual,medhallu,0,medhallu_6758,test
medhallu_6759::hallucinated,medhallu,1,medhallu_6759,train
medhallu_6759::factual,medhallu,0,medhallu_6759,train
medhallu_676::hallucinated,medhallu,1,medhallu_676,test
medhallu_676::factual,medhallu,0,medhallu_676,test
medhallu_6760::hallucinated,medhallu,1,medhallu_6760,train
medhallu_6760::factual,medhallu,0,medhallu_6760,train
medhallu_6761::hallucinated,medhallu,1,medhallu_6761,train
medhallu_6761::factual,medhallu,0,medhallu_6761,train
medhallu_6762::hallucinated,medhallu,1,medhallu_6762,train
medhallu_6762::factual,medhallu,0,medhallu_6762,train
medhallu_6763::hallucinated,medhallu,1,medhallu_6763,train
medhallu_6763::factual,medhallu,0,medhallu_6763,train
medhallu_6764::hallucinated,medhallu,1,medhallu_6764,dev
medhallu_6764::factual,medhallu,0,medhallu_6764,dev
medhallu_6765::hallucinated,medhallu,1,medhallu_6765,test
medhallu_6765::factual,medhallu,0,medhallu_6765,test
medhallu_6766::hallucinated,medhallu,1,medhallu_6766,train
medhallu_6766::factual,medhallu,0,medhallu_6766,train
medhallu_6767::hallucinated,medhallu,1,medhallu_6767,test
medhallu_6767::factual,medhallu,0,medhallu_6767,test
medhallu_6768::hallucinated,medhallu,1,medhallu_6768,train
medhallu_6768::factual,medhallu,0,medhallu_6768,train
medhallu_6769::hallucinated,medhallu,1,medhallu_6769,train
medhallu_6769::factual,medhallu,0,medhallu_6769,train
medhallu_677::hallucinated,medhallu,1,medhallu_677,train
medhallu_677::factual,medhallu,0,medhallu_677,train
medhallu_6770::hallucinated,medhallu,1,medhallu_6770,train
medhallu_6770::factual,medhallu,0,medhallu_6770,train
medhallu_6771::hallucinated,medhallu,1,medhallu_6771,train
medhallu_6771::factual,medhallu,0,medhallu_6771,train
medhallu_6772::hallucinated,medhallu,1,medhallu_6772,dev
medhallu_6772::factual,medhallu,0,medhallu_6772,dev
medhallu_6773::hallucinated,medhallu,1,medhallu_6773,train
medhallu_6773::factual,medhallu,0,medhallu_6773,train
medhallu_6774::hallucinated,medhallu,1,medhallu_6774,test
medhallu_6774::factual,medhallu,0,medhallu_6774,test
medhallu_6775::hallucinated,medhallu,1,medhallu_6775,train
medhallu_6775::factual,medhallu,0,medhallu_6775,train
medhallu_6776::hallucinated,medhallu,1,medhallu_6776,train
medhallu_6776::factual,medhallu,0,medhallu_6776,train
medhallu_6777::hallucinated,medhallu,1,medhallu_6777,train
medhallu_6777::factual,medhallu,0,medhallu_6777,train
medhallu_6778::hallucinated,medhallu,1,medhallu_6778,test
medhallu_6778::factual,medhallu,0,medhallu_6778,test
medhallu_6779::hallucinated,medhallu,1,medhallu_6779,test
medhallu_6779::factual,medhallu,0,medhallu_6779,test
medhallu_678::hallucinated,medhallu,1,medhallu_678,train
medhallu_678::factual,medhallu,0,medhallu_678,train
medhallu_6780::hallucinated,medhallu,1,medhallu_6780,test
medhallu_6780::factual,medhallu,0,medhallu_6780,test
medhallu_6781::hallucinated,medhallu,1,medhallu_6781,train
medhallu_6781::factual,medhallu,0,medhallu_6781,train
medhallu_6782::hallucinated,medhallu,1,medhallu_6782,train
medhallu_6782::factual,medhallu,0,medhallu_6782,train
medhallu_6783::hallucinated,medhallu,1,medhallu_6783,train
medhallu_6783::factual,medhallu,0,medhallu_6783,train
medhallu_6784::hallucinated,medhallu,1,medhallu_6784,dev
medhallu_6784::factual,medhallu,0,medhallu_6784,dev
medhallu_6785::hallucinated,medhallu,1,medhallu_6785,train
medhallu_6785::factual,medhallu,0,medhallu_6785,train
medhallu_6786::hallucinated,medhallu,1,medhallu_6786,dev
medhallu_6786::factual,medhallu,0,medhallu_6786,dev
medhallu_6787::hallucinated,medhallu,1,medhallu_6787,test
medhallu_6787::factual,medhallu,0,medhallu_6787,test
medhallu_6788::hallucinated,medhallu,1,medhallu_6788,test
medhallu_6788::factual,medhallu,0,medhallu_6788,test
medhallu_6789::hallucinated,medhallu,1,medhallu_6789,train
medhallu_6789::factual,medhallu,0,medhallu_6789,train
medhallu_679::hallucinated,medhallu,1,medhallu_679,test
medhallu_679::factual,medhallu,0,medhallu_679,test
medhallu_6790::hallucinated,medhallu,1,medhallu_6790,test
medhallu_6790::factual,medhallu,0,medhallu_6790,test
medhallu_6791::hallucinated,medhallu,1,medhallu_6791,train
medhallu_6791::factual,medhallu,0,medhallu_6791,train
medhallu_6792::hallucinated,medhallu,1,medhallu_6792,test
medhallu_6792::factual,medhallu,0,medhallu_6792,test
medhallu_6793::hallucinated,medhallu,1,medhallu_6793,test
medhallu_6793::factual,medhallu,0,medhallu_6793,test
medhallu_6794::hallucinated,medhallu,1,medhallu_6794,train
medhallu_6794::factual,medhallu,0,medhallu_6794,train
medhallu_6795::hallucinated,medhallu,1,medhallu_6795,train
medhallu_6795::factual,medhallu,0,medhallu_6795,train
medhallu_6796::hallucinated,medhallu,1,medhallu_6796,train
medhallu_6796::factual,medhallu,0,medhallu_6796,train
medhallu_6797::hallucinated,medhallu,1,medhallu_6797,train
medhallu_6797::factual,medhallu,0,medhallu_6797,train
medhallu_6798::hallucinated,medhallu,1,medhallu_6798,train
medhallu_6798::factual,medhallu,0,medhallu_6798,train
medhallu_6799::hallucinated,medhallu,1,medhallu_6799,train
medhallu_6799::factual,medhallu,0,medhallu_6799,train
medhallu_68::hallucinated,medhallu,1,medhallu_68,dev
medhallu_68::factual,medhallu,0,medhallu_68,dev
medhallu_680::hallucinated,medhallu,1,medhallu_680,test
medhallu_680::factual,medhallu,0,medhallu_680,test
medhallu_6800::hallucinated,medhallu,1,medhallu_6800,train
medhallu_6800::factual,medhallu,0,medhallu_6800,train
medhallu_6801::hallucinated,medhallu,1,medhallu_6801,test
medhallu_6801::factual,medhallu,0,medhallu_6801,test
medhallu_6802::hallucinated,medhallu,1,medhallu_6802,test
medhallu_6802::factual,medhallu,0,medhallu_6802,test
medhallu_6803::hallucinated,medhallu,1,medhallu_6803,train
medhallu_6803::factual,medhallu,0,medhallu_6803,train
medhallu_6804::hallucinated,medhallu,1,medhallu_6804,train
medhallu_6804::factual,medhallu,0,medhallu_6804,train
medhallu_6805::hallucinated,medhallu,1,medhallu_6805,dev
medhallu_6805::factual,medhallu,0,medhallu_6805,dev
medhallu_6806::hallucinated,medhallu,1,medhallu_6806,train
medhallu_6806::factual,medhallu,0,medhallu_6806,train
medhallu_6807::hallucinated,medhallu,1,medhallu_6807,train
medhallu_6807::factual,medhallu,0,medhallu_6807,train
medhallu_6808::hallucinated,medhallu,1,medhallu_6808,train
medhallu_6808::factual,medhallu,0,medhallu_6808,train
medhallu_6809::hallucinated,medhallu,1,medhallu_6809,train
medhallu_6809::factual,medhallu,0,medhallu_6809,train
medhallu_681::hallucinated,medhallu,1,medhallu_681,train
medhallu_681::factual,medhallu,0,medhallu_681,train
medhallu_6810::hallucinated,medhallu,1,medhallu_6810,dev
medhallu_6810::factual,medhallu,0,medhallu_6810,dev
medhallu_6811::hallucinated,medhallu,1,medhallu_6811,train
medhallu_6811::factual,medhallu,0,medhallu_6811,train
medhallu_6812::hallucinated,medhallu,1,medhallu_6812,train
medhallu_6812::factual,medhallu,0,medhallu_6812,train
medhallu_6813::hallucinated,medhallu,1,medhallu_6813,test
medhallu_6813::factual,medhallu,0,medhallu_6813,test
medhallu_6814::hallucinated,medhallu,1,medhallu_6814,test
medhallu_6814::factual,medhallu,0,medhallu_6814,test
medhallu_6815::hallucinated,medhallu,1,medhallu_6815,test
medhallu_6815::factual,medhallu,0,medhallu_6815,test
medhallu_6816::hallucinated,medhallu,1,medhallu_6816,train
medhallu_6816::factual,medhallu,0,medhallu_6816,train
medhallu_6817::hallucinated,medhallu,1,medhallu_6817,train
medhallu_6817::factual,medhallu,0,medhallu_6817,train
medhallu_6818::hallucinated,medhallu,1,medhallu_6818,train
medhallu_6818::factual,medhallu,0,medhallu_6818,train
medhallu_6819::hallucinated,medhallu,1,medhallu_6819,train
